UnitID,ProjectID,BuildingID,LevelID,ZoneID,UnitCode,UnitName,UnitCategory,UnitType,PlannedQuantity,QuantityUOM,PlannedStartDate,PlannedFinishDate,CurrentStatusID,IsCritical
UNT-05899,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-016,Utility Rack 016,Utility Rack,Type C,6,M2,2026-09-16,2026-10-11,STS-005,FALSE
UNT-05900,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-017,Apartment 017,Apartment,Type C,10,M2,2026-09-08,2026-11-03,STS-006,FALSE
UNT-05901,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-018,Room Package 018,Room Package,Type B,1,EA,2026-02-24,2026-03-18,STS-003,FALSE
UNT-05902,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-019,Plant Item 019,Plant Item,Type A,1,SET,2025-06-04,2025-08-17,STS-003,FALSE
UNT-05903,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-020,Facade Panel 020,Facade Panel,Type B,17,EA,2026-02-06,2026-04-16,STS-001,FALSE
UNT-05904,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-021,Facade Panel 021,Facade Panel,Type C,8,SET,2025-09-06,2025-11-29,STS-007,TRUE
UNT-05905,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-022,Facade Panel 022,Facade Panel,Type A,15,SET,2025-12-07,2026-03-20,STS-006,FALSE
UNT-05906,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-023,Plant Item 023,Plant Item,Type C,7,SET,2026-03-05,2026-04-30,STS-008,TRUE
UNT-05907,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-024,Utility Rack 024,Utility Rack,Type A,3,SET,2025-11-15,2026-02-04,STS-004,TRUE
UNT-05908,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-025,Service Module 025,Service Module,Type D,12,SET,2026-07-15,2026-08-11,STS-003,FALSE
UNT-05909,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-026,Plant Item 026,Plant Item,Type B,9,M2,2026-05-18,2026-09-01,STS-001,TRUE
UNT-05910,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-027,Plant Item 027,Plant Item,Type D,11,EA,2025-07-12,2025-09-14,STS-005,FALSE
UNT-05911,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-028,Plant Item 028,Plant Item,Type A,3,EA,2026-08-16,2026-11-12,STS-004,FALSE
UNT-05912,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-029,Room Package 029,Room Package,Type D,8,EA,2025-09-23,2025-11-04,STS-004,FALSE
UNT-05913,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-030,Service Module 030,Service Module,Type B,12,M2,2025-12-16,2026-03-29,STS-001,FALSE
UNT-05914,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-031,Apartment 031,Apartment,Type C,3,SET,2025-11-02,2025-12-25,STS-006,FALSE
UNT-05915,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-032,Facade Panel 032,Facade Panel,Type C,9,EA,2026-09-13,2026-12-28,STS-006,FALSE
UNT-05916,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-033,Room Package 033,Room Package,Type A,12,SET,2026-07-06,2026-11-01,STS-002,FALSE
UNT-05917,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-034,Utility Rack 034,Utility Rack,Type A,8,EA,2026-02-08,2026-04-28,STS-007,FALSE
UNT-05918,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-035,Apartment 035,Apartment,Type B,2,SET,2025-12-06,2026-01-14,STS-004,FALSE
UNT-05919,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-036,Room Package 036,Room Package,Type D,8,M2,2026-04-21,2026-07-10,STS-003,TRUE
UNT-05920,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-037,Plant Item 037,Plant Item,Type C,2,M2,2026-09-03,2026-12-25,STS-003,TRUE
UNT-05921,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-038,Plant Item 038,Plant Item,Type C,10,M2,2025-06-03,2025-07-23,STS-005,FALSE
UNT-05922,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-039,Room Package 039,Room Package,Type D,5,EA,2025-11-06,2026-01-21,STS-004,FALSE
UNT-05923,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-040,Utility Rack 040,Utility Rack,Type C,10,EA,2025-08-31,2025-12-09,STS-003,FALSE
UNT-05924,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-041,Room Package 041,Room Package,Type B,1,EA,2025-07-20,2025-09-07,STS-007,TRUE
UNT-05925,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-042,Apartment 042,Apartment,Type B,5,M2,2026-10-23,2026-11-28,STS-001,FALSE
UNT-05926,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-043,Facade Panel 043,Facade Panel,Type C,20,EA,2026-09-26,2026-12-04,STS-009,FALSE
UNT-05927,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-044,Plant Item 044,Plant Item,Type A,3,SET,2025-07-20,2025-08-26,STS-007,TRUE
UNT-05928,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-01,02-02-01-045,Utility Rack 045,Utility Rack,Type A,9,EA,2026-02-06,2026-04-11,STS-001,TRUE
UNT-05929,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-001,Room Package 001,Room Package,Type B,7,M2,2026-01-10,2026-04-25,STS-004,FALSE
UNT-05930,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-002,Utility Rack 002,Utility Rack,Type B,7,SET,2026-04-16,2026-06-28,STS-003,FALSE
UNT-05931,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-003,Facade Panel 003,Facade Panel,Type A,9,M2,2025-06-17,2025-07-20,STS-007,FALSE
UNT-05932,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-004,Plant Item 004,Plant Item,Type B,3,SET,2025-08-01,2025-10-20,STS-001,FALSE
UNT-05933,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-005,Plant Item 005,Plant Item,Type D,5,SET,2025-10-20,2025-12-17,STS-004,FALSE
UNT-05934,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-006,Service Module 006,Service Module,Type C,5,M2,2026-08-29,2026-09-28,STS-009,FALSE
UNT-05935,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-007,Utility Rack 007,Utility Rack,Type D,6,SET,2025-06-25,2025-08-22,STS-006,TRUE
UNT-05936,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-008,Utility Rack 008,Utility Rack,Type B,5,EA,2026-01-06,2026-01-23,STS-001,FALSE
UNT-05937,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-009,Facade Panel 009,Facade Panel,Type C,16,M2,2026-06-21,2026-07-17,STS-004,FALSE
UNT-05938,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-010,Service Module 010,Service Module,Type B,6,SET,2025-11-09,2026-01-24,STS-004,FALSE
UNT-05939,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-011,Utility Rack 011,Utility Rack,Type D,3,SET,2026-07-26,2026-10-25,STS-008,FALSE
UNT-05940,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-012,Apartment 012,Apartment,Type A,3,EA,2026-09-24,2026-12-14,STS-004,FALSE
UNT-05941,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-013,Room Package 013,Room Package,Type B,1,SET,2026-11-10,2027-01-05,STS-003,FALSE
UNT-05942,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-014,Room Package 014,Room Package,Type B,6,SET,2026-04-22,2026-08-07,STS-003,FALSE
UNT-05943,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-015,Apartment 015,Apartment,Type D,7,SET,2025-06-29,2025-08-19,STS-006,FALSE
UNT-05944,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-016,Plant Item 016,Plant Item,Type B,9,SET,2026-04-14,2026-04-27,STS-002,FALSE
UNT-05945,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-017,Apartment 017,Apartment,Type A,8,M2,2026-06-05,2026-08-17,STS-001,FALSE
UNT-05946,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-018,Plant Item 018,Plant Item,Type A,3,EA,2026-07-11,2026-08-11,STS-009,FALSE
UNT-05947,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-019,Room Package 019,Room Package,Type A,10,M2,2025-07-29,2025-09-22,STS-001,FALSE
UNT-05948,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-020,Service Module 020,Service Module,Type C,10,SET,2025-07-09,2025-08-05,STS-008,FALSE
UNT-05949,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-021,Service Module 021,Service Module,Type B,2,SET,2025-11-06,2025-12-16,STS-003,TRUE
UNT-05950,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-022,Facade Panel 022,Facade Panel,Type B,18,EA,2025-09-25,2025-10-27,STS-004,TRUE
UNT-05951,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-023,Facade Panel 023,Facade Panel,Type C,10,SET,2026-01-28,2026-04-14,STS-002,FALSE
UNT-05952,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-024,Apartment 024,Apartment,Type A,5,EA,2026-05-17,2026-08-31,STS-003,TRUE
UNT-05953,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-025,Utility Rack 025,Utility Rack,Type C,4,SET,2026-11-08,2027-01-14,STS-004,FALSE
UNT-05954,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-026,Plant Item 026,Plant Item,Type D,11,M2,2026-08-19,2026-11-23,STS-003,FALSE
UNT-05955,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-027,Facade Panel 027,Facade Panel,Type B,20,EA,2025-09-05,2025-11-11,STS-003,FALSE
UNT-05956,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-028,Service Module 028,Service Module,Type B,1,M2,2026-02-10,2026-03-22,STS-006,FALSE
UNT-05957,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-029,Facade Panel 029,Facade Panel,Type B,17,SET,2026-09-14,2027-01-12,STS-007,FALSE
UNT-05958,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-030,Facade Panel 030,Facade Panel,Type B,18,SET,2026-08-09,2026-11-22,STS-003,TRUE
UNT-05959,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-031,Service Module 031,Service Module,Type C,8,M2,2026-04-12,2026-07-04,STS-001,FALSE
UNT-05960,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-032,Apartment 032,Apartment,Type D,4,M2,2026-10-30,2027-01-01,STS-001,TRUE
UNT-05961,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-033,Facade Panel 033,Facade Panel,Type B,14,EA,2025-09-19,2025-12-05,STS-002,FALSE
UNT-05962,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-034,Room Package 034,Room Package,Type A,7,SET,2025-07-22,2025-10-26,STS-006,TRUE
UNT-05963,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-035,Utility Rack 035,Utility Rack,Type C,10,SET,2025-11-17,2025-11-30,STS-002,FALSE
UNT-05964,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-036,Service Module 036,Service Module,Type A,6,EA,2026-08-20,2026-09-07,STS-003,FALSE
UNT-05965,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-037,Apartment 037,Apartment,Type B,5,SET,2026-02-28,2026-03-19,STS-009,FALSE
UNT-05966,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-038,Apartment 038,Apartment,Type C,1,M2,2026-03-15,2026-04-30,STS-005,FALSE
UNT-05967,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-039,Facade Panel 039,Facade Panel,Type D,8,EA,2025-10-14,2026-01-21,STS-003,FALSE
UNT-05968,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-040,Apartment 040,Apartment,Type B,9,SET,2025-08-23,2025-09-25,STS-001,FALSE
UNT-05969,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-041,Room Package 041,Room Package,Type C,4,SET,2026-06-22,2026-09-14,STS-008,FALSE
UNT-05970,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-02,02-02-02-042,Service Module 042,Service Module,Type C,9,SET,2026-08-10,2026-09-07,STS-006,FALSE
UNT-05971,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-001,Plant Item 001,Plant Item,Type D,12,EA,2026-05-18,2026-08-16,STS-004,FALSE
UNT-05972,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-002,Facade Panel 002,Facade Panel,Type D,4,M2,2025-11-15,2026-01-04,STS-005,FALSE
UNT-05973,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-003,Room Package 003,Room Package,Type B,6,M2,2025-09-13,2025-11-26,STS-006,FALSE
UNT-05974,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-004,Service Module 004,Service Module,Type C,7,EA,2026-08-23,2026-10-01,STS-006,TRUE
UNT-05975,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-005,Plant Item 005,Plant Item,Type D,4,M2,2026-02-13,2026-03-03,STS-005,FALSE
UNT-05976,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-006,Room Package 006,Room Package,Type D,3,M2,2025-08-05,2025-09-16,STS-007,FALSE
UNT-05977,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-007,Facade Panel 007,Facade Panel,Type D,8,EA,2026-10-08,2026-12-25,STS-004,FALSE
UNT-05978,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-008,Apartment 008,Apartment,Type A,5,EA,2026-07-19,2026-11-13,STS-008,FALSE
UNT-05979,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-009,Service Module 009,Service Module,Type B,12,SET,2025-11-16,2026-01-21,STS-005,FALSE
UNT-05980,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-010,Plant Item 010,Plant Item,Type D,12,SET,2026-10-05,2026-10-17,STS-002,FALSE
UNT-05981,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-011,Room Package 011,Room Package,Type B,10,EA,2026-04-26,2026-05-22,STS-008,FALSE
UNT-05982,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-012,Apartment 012,Apartment,Type B,10,EA,2026-03-18,2026-05-24,STS-009,FALSE
UNT-05983,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-013,Plant Item 013,Plant Item,Type D,7,M2,2025-10-28,2026-02-03,STS-007,TRUE
UNT-05984,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-014,Apartment 014,Apartment,Type C,10,M2,2026-07-22,2026-11-18,STS-003,FALSE
UNT-05985,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-015,Plant Item 015,Plant Item,Type D,1,EA,2026-09-09,2027-01-07,STS-006,FALSE
UNT-05986,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-016,Utility Rack 016,Utility Rack,Type A,5,EA,2026-01-15,2026-03-22,STS-003,FALSE
UNT-05987,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-017,Plant Item 017,Plant Item,Type C,11,SET,2026-11-07,2027-01-25,STS-005,FALSE
UNT-05988,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-018,Utility Rack 018,Utility Rack,Type A,6,M2,2026-04-28,2026-08-03,STS-009,TRUE
UNT-05989,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-019,Plant Item 019,Plant Item,Type B,3,M2,2025-06-01,2025-06-20,STS-007,FALSE
UNT-05990,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-020,Plant Item 020,Plant Item,Type B,2,EA,2026-03-23,2026-04-27,STS-003,FALSE
UNT-05991,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-021,Utility Rack 021,Utility Rack,Type A,10,M2,2026-03-24,2026-06-04,STS-005,FALSE
UNT-05992,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-022,Apartment 022,Apartment,Type B,5,SET,2026-07-21,2026-08-10,STS-004,FALSE
UNT-05993,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-023,Utility Rack 023,Utility Rack,Type D,12,M2,2026-08-28,2026-09-27,STS-008,FALSE
UNT-05994,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-024,Utility Rack 024,Utility Rack,Type D,12,EA,2026-02-20,2026-05-10,STS-006,FALSE
UNT-05995,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-025,Facade Panel 025,Facade Panel,Type D,4,EA,2025-11-13,2026-01-09,STS-008,FALSE
UNT-05996,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-026,Apartment 026,Apartment,Type C,6,M2,2025-09-21,2025-11-14,STS-005,FALSE
UNT-05997,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-027,Facade Panel 027,Facade Panel,Type D,14,SET,2026-04-25,2026-05-14,STS-006,FALSE
UNT-05998,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-028,Apartment 028,Apartment,Type D,9,M2,2025-09-15,2025-12-22,STS-004,FALSE
UNT-05999,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-029,Facade Panel 029,Facade Panel,Type A,13,EA,2026-03-27,2026-07-24,STS-001,FALSE
UNT-06000,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-030,Service Module 030,Service Module,Type B,6,SET,2026-08-22,2026-11-15,STS-009,FALSE
UNT-06001,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-031,Utility Rack 031,Utility Rack,Type A,4,EA,2026-05-08,2026-08-21,STS-004,FALSE
UNT-06002,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-032,Service Module 032,Service Module,Type B,11,SET,2026-06-29,2026-09-20,STS-007,FALSE
UNT-06003,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-033,Room Package 033,Room Package,Type D,5,SET,2026-03-13,2026-04-01,STS-007,FALSE
UNT-06004,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-034,Service Module 034,Service Module,Type D,11,EA,2026-07-31,2026-11-21,STS-003,FALSE
UNT-06005,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-035,Utility Rack 035,Utility Rack,Type D,3,EA,2025-09-26,2025-11-02,STS-003,TRUE
UNT-06006,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-036,Plant Item 036,Plant Item,Type D,12,EA,2025-12-16,2026-02-22,STS-004,FALSE
UNT-06007,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-037,Room Package 037,Room Package,Type B,8,SET,2026-10-14,2027-01-30,STS-001,FALSE
UNT-06008,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-038,Facade Panel 038,Facade Panel,Type A,20,SET,2025-08-18,2025-12-02,STS-004,TRUE
UNT-06009,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-039,Service Module 039,Service Module,Type A,3,M2,2025-09-03,2025-12-28,STS-001,TRUE
UNT-06010,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-040,Room Package 040,Room Package,Type B,12,SET,2026-01-31,2026-05-01,STS-003,FALSE
UNT-06011,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-041,Room Package 041,Room Package,Type C,8,M2,2026-02-13,2026-04-08,STS-009,FALSE
UNT-06012,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-042,Apartment 042,Apartment,Type A,2,SET,2026-04-29,2026-07-18,STS-002,FALSE
UNT-06013,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-043,Utility Rack 043,Utility Rack,Type D,2,M2,2026-07-29,2026-10-26,STS-005,FALSE
UNT-06014,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-044,Plant Item 044,Plant Item,Type B,3,M2,2026-07-07,2026-10-10,STS-002,FALSE
UNT-06015,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-045,Service Module 045,Service Module,Type D,12,SET,2026-03-18,2026-05-03,STS-004,FALSE
UNT-06016,PRJ-003,BLD-003-02,LVL-003-02-02,ZON-003-02-02-03,02-02-03-046,Apartment 046,Apartment,Type A,10,SET,2026-02-05,2026-06-05,STS-003,TRUE
UNT-06017,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-001,Utility Rack 001,Utility Rack,Type D,7,SET,2026-04-18,2026-05-14,STS-004,FALSE
UNT-06018,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-002,Apartment 002,Apartment,Type B,11,M2,2025-12-12,2026-03-04,STS-007,FALSE
UNT-06019,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-003,Room Package 003,Room Package,Type B,11,SET,2026-08-17,2026-10-06,STS-004,FALSE
UNT-06020,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-004,Apartment 004,Apartment,Type C,11,SET,2026-02-18,2026-04-04,STS-005,FALSE
UNT-06021,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-005,Utility Rack 005,Utility Rack,Type C,7,M2,2026-10-24,2027-01-21,STS-004,TRUE
UNT-06022,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-006,Facade Panel 006,Facade Panel,Type A,9,SET,2025-07-09,2025-10-29,STS-007,TRUE
UNT-06023,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-007,Utility Rack 007,Utility Rack,Type C,7,M2,2026-02-18,2026-05-23,STS-001,FALSE
UNT-06024,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-008,Facade Panel 008,Facade Panel,Type A,15,EA,2025-08-25,2025-10-21,STS-005,FALSE
UNT-06025,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-009,Service Module 009,Service Module,Type C,11,EA,2025-10-22,2026-01-27,STS-009,FALSE
UNT-06026,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-010,Service Module 010,Service Module,Type B,11,M2,2025-07-18,2025-08-08,STS-004,FALSE
UNT-06027,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-011,Plant Item 011,Plant Item,Type B,2,M2,2025-10-15,2025-12-06,STS-003,FALSE
UNT-06028,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-012,Room Package 012,Room Package,Type D,9,M2,2026-02-28,2026-05-02,STS-004,FALSE
UNT-06029,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-013,Service Module 013,Service Module,Type B,4,SET,2025-10-15,2026-01-23,STS-005,FALSE
UNT-06030,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-014,Utility Rack 014,Utility Rack,Type D,12,EA,2026-08-26,2026-12-12,STS-004,FALSE
UNT-06031,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-015,Plant Item 015,Plant Item,Type C,3,EA,2025-07-23,2025-09-13,STS-001,FALSE
UNT-06032,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-016,Apartment 016,Apartment,Type C,3,EA,2025-07-29,2025-10-11,STS-009,FALSE
UNT-06033,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-017,Facade Panel 017,Facade Panel,Type C,18,EA,2026-05-11,2026-07-27,STS-004,TRUE
UNT-06034,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-018,Service Module 018,Service Module,Type C,3,EA,2026-11-09,2026-12-20,STS-002,FALSE
UNT-06035,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-019,Utility Rack 019,Utility Rack,Type B,8,SET,2026-02-13,2026-03-08,STS-003,FALSE
UNT-06036,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-020,Plant Item 020,Plant Item,Type C,4,EA,2026-06-01,2026-06-26,STS-005,FALSE
UNT-06037,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-021,Room Package 021,Room Package,Type D,12,M2,2026-06-27,2026-10-20,STS-005,TRUE
UNT-06038,PRJ-003,BLD-003-02,LVL-003-02-03,ZON-003-02-03-01,02-03-01-022,Utility Rack 022,Utility Rack,Type D,1,EA,2026-06-22,2026-10-12,STS-007,FALSE
