DeliveryID,UnitID,ProjectID,ContractorID,PlannedDeliveryDate,ActualDeliveryDate,DeliveryStatus,QuantityDelivered,TransportBatch,DelayDays
DLV-000734,UNT-02624,PRJ-002,CTR-003,2025-10-16,2025-10-16,Delivered,12,TB-2510-005,0
DLV-000735,UNT-03262,PRJ-002,CTR-007,2026-02-15,2026-02-24,Delayed,5,TB-2602-023,9
DLV-000736,UNT-04881,PRJ-002,CTR-005,2025-10-07,2025-10-07,Delivered,7,TB-2510-031,0
DLV-000737,UNT-03190,PRJ-002,CTR-005,2025-09-04,2025-09-06,Delayed,8,TB-2509-018,2
DLV-000738,UNT-01581,PRJ-001,CTR-002,2025-04-07,2025-04-07,Delivered,11,TB-2504-015,0
DLV-000739,UNT-06171,PRJ-003,CTR-007,2025-05-23,,Planned,7,TB-2505-008,0
DLV-000740,UNT-06274,PRJ-003,CTR-006,2026-03-13,2026-03-27,Delayed,1,TB-2603-006,14
DLV-000741,UNT-01307,PRJ-001,CTR-007,2026-02-18,2026-02-21,Delayed,19,TB-2602-010,3
DLV-000742,UNT-00133,PRJ-001,CTR-006,2025-08-26,2025-08-26,Delivered,9,TB-2508-002,0
DLV-000743,UNT-01077,PRJ-001,CTR-008,2026-04-27,2026-05-03,Delayed,7,TB-2604-040,6
DLV-000744,UNT-06130,PRJ-003,CTR-004,2026-03-16,2026-03-16,Delivered,10,TB-2603-022,0
DLV-000745,UNT-01816,PRJ-001,CTR-008,2025-10-05,,Planned,8,TB-2510-003,0
DLV-000746,UNT-00708,PRJ-001,CTR-002,2025-06-06,2025-06-06,Delivered,12,TB-2506-003,0
DLV-000747,UNT-03901,PRJ-002,CTR-006,2025-12-24,2025-12-30,Delayed,12,TB-2512-022,6
DLV-000748,UNT-02568,PRJ-001,CTR-004,2025-04-02,2025-04-07,Delayed,5,TB-2504-005,5
DLV-000749,UNT-06240,PRJ-003,CTR-008,2026-06-19,2026-06-29,Delayed,9,TB-2606-023,10
DLV-000750,UNT-00997,PRJ-001,CTR-007,2025-05-17,2025-05-17,Delivered,6,TB-2505-032,0
DLV-000751,UNT-06381,PRJ-003,CTR-004,2026-10-07,2026-10-07,Delivered,18,TB-2610-029,0
DLV-000752,UNT-06301,PRJ-003,CTR-004,2026-06-10,2026-06-16,Delayed,7,TB-2606-021,6
DLV-000753,UNT-05188,PRJ-003,CTR-008,2026-04-26,,Planned,2,TB-2604-038,0
DLV-000754,UNT-00657,PRJ-001,CTR-003,2026-03-18,,Planned,6,TB-2603-019,0
DLV-000755,UNT-00712,PRJ-001,CTR-003,2025-05-03,2025-05-17,Delayed,6,TB-2505-037,14
DLV-000756,UNT-04018,PRJ-002,CTR-004,2025-11-23,,Planned,6,TB-2511-039,0
DLV-000757,UNT-00036,PRJ-001,CTR-005,2025-06-18,2025-06-18,Delivered,8,TB-2506-034,0
DLV-000758,UNT-03477,PRJ-002,CTR-004,2026-04-12,2026-04-23,Delayed,2,TB-2604-017,11
DLV-000759,UNT-03178,PRJ-002,CTR-001,2025-12-27,2026-01-06,Delayed,16,TB-2512-039,10
DLV-000760,UNT-06072,PRJ-003,CTR-004,2026-07-04,2026-07-04,Delivered,7,TB-2607-003,0
DLV-000761,UNT-03474,PRJ-002,CTR-004,2025-12-14,2025-12-16,Delayed,11,TB-2512-033,2
DLV-000762,UNT-04786,PRJ-002,CTR-001,2025-05-05,2025-05-10,Delayed,2,TB-2505-036,5
DLV-000763,UNT-00879,PRJ-001,CTR-007,2026-02-17,2026-02-17,Delivered,1,TB-2602-016,0
DLV-000764,UNT-01726,PRJ-001,CTR-003,2025-09-20,2025-10-03,Delayed,11,TB-2509-004,13
DLV-000765,UNT-06124,PRJ-003,CTR-006,2026-08-06,2026-08-13,Delayed,11,TB-2608-036,7
DLV-000766,UNT-05807,PRJ-003,CTR-003,2026-05-28,,Planned,4,TB-2605-033,0
DLV-000767,UNT-03700,PRJ-002,CTR-008,2026-05-16,,Planned,12,TB-2605-006,0
DLV-000768,UNT-00973,PRJ-001,CTR-008,2026-02-03,2026-02-19,Delayed,5,TB-2602-020,16
DLV-000769,UNT-00844,PRJ-001,CTR-005,2025-05-30,2025-05-30,Delivered,1,TB-2505-030,0
DLV-000770,UNT-03135,PRJ-002,CTR-006,2026-02-02,2026-02-19,Delayed,8,TB-2602-009,17
DLV-000771,UNT-04063,PRJ-002,CTR-001,2025-04-22,2025-05-10,Delayed,5,TB-2504-011,18
DLV-000772,UNT-01894,PRJ-001,CTR-007,2025-04-07,,Planned,11,TB-2504-042,0
DLV-000773,UNT-06211,PRJ-003,CTR-003,2025-07-23,2025-07-23,Delivered,17,TB-2507-042,0
DLV-000774,UNT-06087,PRJ-003,CTR-007,2026-09-01,2026-09-06,Delayed,12,TB-2609-039,5
DLV-000775,UNT-02671,PRJ-002,CTR-004,2025-12-06,2025-12-23,Delayed,9,TB-2512-044,17
DLV-000776,UNT-03191,PRJ-002,CTR-003,2026-04-20,2026-04-20,Delivered,12,TB-2604-019,0
DLV-000777,UNT-02532,PRJ-001,CTR-005,2025-09-17,2025-09-17,Delivered,1,TB-2509-043,0
DLV-000778,UNT-02670,PRJ-002,CTR-006,2026-03-04,2026-03-12,Delayed,3,TB-2603-027,8
DLV-000779,UNT-04793,PRJ-002,CTR-002,2026-07-12,2026-07-17,Delayed,20,TB-2607-011,5
DLV-000780,UNT-00989,PRJ-001,CTR-004,2025-02-27,2025-03-02,Delayed,9,TB-2502-021,3
DLV-000781,UNT-03093,PRJ-002,CTR-006,2025-09-29,2025-10-16,Delayed,10,TB-2509-014,17
DLV-000782,UNT-03908,PRJ-002,CTR-004,2025-06-27,2025-07-13,Delayed,2,TB-2506-022,16
DLV-000783,UNT-01204,PRJ-001,CTR-007,2025-02-14,2025-02-22,Delayed,7,TB-2502-015,8
DLV-000784,UNT-03073,PRJ-002,CTR-008,2026-03-11,2026-03-27,Delayed,5,TB-2603-024,16
DLV-000785,UNT-01440,PRJ-001,CTR-007,2025-06-05,2025-06-05,Delivered,9,TB-2506-027,0
DLV-000786,UNT-00430,PRJ-001,CTR-008,2025-11-21,2025-12-06,Delayed,1,TB-2511-044,15
DLV-000787,UNT-05338,PRJ-003,CTR-003,2026-04-01,2026-04-01,Delivered,8,TB-2604-001,0
DLV-000788,UNT-02368,PRJ-001,CTR-005,2025-06-04,2025-06-09,Delayed,8,TB-2506-043,5
DLV-000789,UNT-06169,PRJ-003,CTR-006,2025-12-27,2025-12-27,Delivered,9,TB-2512-039,0
DLV-000790,UNT-01369,PRJ-001,CTR-008,2025-12-09,2025-12-22,Delayed,2,TB-2512-019,13
DLV-000791,UNT-01295,PRJ-001,CTR-007,2026-02-06,2026-02-24,Delayed,10,TB-2602-021,18
DLV-000792,UNT-06409,PRJ-003,CTR-004,2026-05-25,2026-06-12,Delayed,15,TB-2605-036,18
DLV-000793,UNT-05273,PRJ-003,CTR-004,2025-06-07,2025-06-12,Delayed,4,TB-2506-018,5
DLV-000794,UNT-00493,PRJ-001,CTR-006,2026-05-08,2026-05-24,Delayed,5,TB-2605-043,16
DLV-000795,UNT-05204,PRJ-003,CTR-008,2025-09-07,2025-09-08,Delayed,11,TB-2509-035,1
DLV-000796,UNT-00845,PRJ-001,CTR-004,2026-04-01,2026-04-03,Delayed,8,TB-2604-039,2
DLV-000797,UNT-04829,PRJ-002,CTR-001,2025-12-19,2025-12-23,Delayed,6,TB-2512-026,4
DLV-000798,UNT-04143,PRJ-002,CTR-008,2025-04-11,2025-04-15,Delayed,8,TB-2504-034,4
DLV-000799,UNT-02109,PRJ-001,CTR-001,2025-03-24,2025-04-11,Delayed,12,TB-2503-006,18
DLV-000800,UNT-05386,PRJ-003,CTR-006,2025-08-18,2025-09-01,Delayed,5,TB-2508-015,14
DLV-000801,UNT-06167,PRJ-003,CTR-007,2026-05-15,2026-05-29,Delayed,11,TB-2605-011,14
DLV-000802,UNT-04666,PRJ-002,CTR-002,2025-09-07,,Planned,8,TB-2509-014,0
DLV-000803,UNT-05067,PRJ-003,CTR-002,2025-10-26,2025-10-26,Delivered,8,TB-2510-014,0
DLV-000804,UNT-04334,PRJ-002,CTR-006,2025-04-06,2025-04-22,Delayed,1,TB-2504-043,16
DLV-000805,UNT-05550,PRJ-003,CTR-008,2025-09-14,2025-10-02,Delayed,5,TB-2509-042,18
DLV-000806,UNT-02935,PRJ-002,CTR-001,2026-01-27,2026-02-11,Delayed,7,TB-2601-026,15
DLV-000807,UNT-03150,PRJ-002,CTR-001,2025-02-17,2025-02-17,Delivered,8,TB-2502-029,0
DLV-000808,UNT-05649,PRJ-003,CTR-006,2025-05-18,,Planned,9,TB-2505-034,0
DLV-000809,UNT-05943,PRJ-003,CTR-006,2025-05-12,2025-05-12,Delivered,7,TB-2505-019,0
DLV-000810,UNT-06425,PRJ-003,CTR-002,2025-09-01,2025-09-05,Delayed,10,TB-2509-040,4
DLV-000811,UNT-05797,PRJ-003,CTR-001,2026-07-29,2026-08-06,Delayed,7,TB-2607-002,8
DLV-000812,UNT-00596,PRJ-001,CTR-008,2026-05-31,2026-06-07,Delayed,1,TB-2605-018,7
DLV-000813,UNT-01510,PRJ-001,CTR-007,2025-10-06,2025-10-18,Delayed,1,TB-2510-033,12
DLV-000814,UNT-00922,PRJ-001,CTR-008,2026-02-06,2026-02-08,Delayed,5,TB-2602-007,2
DLV-000815,UNT-04690,PRJ-002,CTR-008,2025-04-02,2025-04-13,Delayed,3,TB-2504-030,11
DLV-000816,UNT-06090,PRJ-003,CTR-006,2026-01-13,2026-01-25,Delayed,9,TB-2601-004,12
DLV-000817,UNT-03412,PRJ-002,CTR-007,2026-07-16,2026-07-31,Delayed,1,TB-2607-004,15
DLV-000818,UNT-03748,PRJ-002,CTR-008,2025-03-27,2025-03-27,Delivered,3,TB-2503-027,0
DLV-000819,UNT-03873,PRJ-002,CTR-002,2025-09-14,2025-09-14,Delivered,12,TB-2509-009,0
DLV-000820,UNT-03256,PRJ-002,CTR-005,2025-10-21,2025-10-26,Delayed,2,TB-2510-039,5
DLV-000821,UNT-05959,PRJ-003,CTR-003,2026-02-15,2026-02-16,Delayed,8,TB-2602-006,1
DLV-000822,UNT-01848,PRJ-001,CTR-006,2025-04-29,2025-05-06,Delayed,7,TB-2504-027,7
DLV-000823,UNT-01497,PRJ-001,CTR-003,2026-06-04,2026-06-04,Delivered,7,TB-2606-040,0
DLV-000824,UNT-02224,PRJ-001,CTR-008,2026-05-07,2026-05-14,Delayed,7,TB-2605-042,7
DLV-000825,UNT-03121,PRJ-002,CTR-008,2026-06-29,2026-07-05,Delayed,10,TB-2606-044,6
DLV-000826,UNT-00283,PRJ-001,CTR-001,2025-06-22,2025-06-22,Delivered,2,TB-2506-027,0
DLV-000827,UNT-06199,PRJ-003,CTR-001,2025-06-08,,Planned,13,TB-2506-007,0
DLV-000828,UNT-04155,PRJ-002,CTR-001,2026-01-30,2026-02-13,Delayed,8,TB-2601-022,14
DLV-000829,UNT-06398,PRJ-003,CTR-006,2025-06-30,2025-07-09,Delayed,9,TB-2506-018,9
DLV-000830,UNT-02208,PRJ-001,CTR-006,2025-05-02,2025-05-04,Delayed,5,TB-2505-031,2
DLV-000831,UNT-00403,PRJ-001,CTR-005,2026-02-27,2026-02-27,Delivered,12,TB-2602-017,0
DLV-000832,UNT-02646,PRJ-002,CTR-004,2025-11-24,2025-12-08,Delayed,4,TB-2511-031,14
DLV-000833,UNT-02874,PRJ-002,CTR-001,2025-07-17,2025-07-19,Delayed,1,TB-2507-020,2
DLV-000834,UNT-01655,PRJ-001,CTR-007,2025-02-25,2025-03-10,Delayed,9,TB-2502-002,13
DLV-000835,UNT-04617,PRJ-002,CTR-002,2026-03-05,2026-03-20,Delayed,11,TB-2603-030,15
DLV-000836,UNT-00559,PRJ-001,CTR-006,2025-08-13,,Planned,4,TB-2508-005,0
DLV-000837,UNT-05159,PRJ-003,CTR-001,2025-06-01,2025-06-16,Delayed,10,TB-2506-039,15
DLV-000838,UNT-03693,PRJ-002,CTR-007,2026-04-18,2026-04-22,Delayed,3,TB-2604-018,4
DLV-000839,UNT-03211,PRJ-002,CTR-008,2025-07-20,2025-07-20,Delivered,9,TB-2507-040,0
DLV-000840,UNT-04471,PRJ-002,CTR-008,2026-06-04,2026-06-10,Delayed,4,TB-2606-004,6
DLV-000841,UNT-03132,PRJ-002,CTR-008,2025-04-21,2025-04-30,Delayed,11,TB-2504-020,9
DLV-000842,UNT-03963,PRJ-002,CTR-001,2025-05-28,,Planned,4,TB-2505-026,0
DLV-000843,UNT-00990,PRJ-001,CTR-006,2026-02-07,2026-02-14,Delayed,11,TB-2602-028,7
DLV-000844,UNT-01814,PRJ-001,CTR-003,2025-03-19,2025-03-27,Delayed,3,TB-2503-024,8
DLV-000845,UNT-03179,PRJ-002,CTR-002,2025-03-11,2025-03-28,Delayed,10,TB-2503-039,17
DLV-000846,UNT-00764,PRJ-001,CTR-001,2025-06-02,2025-06-02,Delivered,10,TB-2506-007,0
DLV-000847,UNT-03075,PRJ-002,CTR-007,2025-04-21,2025-05-05,Delayed,5,TB-2504-043,14
DLV-000848,UNT-03044,PRJ-002,CTR-004,2025-08-03,,Planned,4,TB-2508-031,0
DLV-000849,UNT-00859,PRJ-001,CTR-005,2026-02-19,2026-02-19,Delivered,1,TB-2602-018,0
DLV-000850,UNT-04523,PRJ-002,CTR-006,2025-08-11,2025-08-11,Delivered,20,TB-2508-038,0
DLV-000851,UNT-01748,PRJ-001,CTR-002,2026-04-10,2026-04-10,Delivered,9,TB-2604-036,0
DLV-000852,UNT-04071,PRJ-002,CTR-006,2025-02-18,2025-02-23,Delayed,4,TB-2502-009,5
DLV-000853,UNT-04837,PRJ-002,CTR-005,2025-09-01,2025-09-01,Delivered,1,TB-2509-003,0
DLV-000854,UNT-03868,PRJ-002,CTR-008,2025-08-09,2025-08-22,Delayed,8,TB-2508-008,13
DLV-000855,UNT-01885,PRJ-001,CTR-007,2026-01-30,,Planned,1,TB-2601-004,0
DLV-000856,UNT-05352,PRJ-003,CTR-006,2026-07-18,2026-08-01,Delayed,1,TB-2607-033,14
DLV-000857,UNT-02526,PRJ-001,CTR-001,2025-02-11,2025-02-28,Delayed,9,TB-2502-032,17
DLV-000858,UNT-04237,PRJ-002,CTR-006,2025-06-12,2025-06-12,Delivered,13,TB-2506-005,0
DLV-000859,UNT-05796,PRJ-003,CTR-001,2025-12-09,2025-12-17,Delayed,20,TB-2512-027,8
DLV-000860,UNT-00383,PRJ-001,CTR-001,2025-12-24,2025-12-24,Delivered,7,TB-2512-005,0
DLV-000861,UNT-04240,PRJ-002,CTR-002,2026-07-13,2026-07-13,Delivered,1,TB-2607-002,0
DLV-000862,UNT-03285,PRJ-002,CTR-005,2026-06-20,,Planned,4,TB-2606-044,0
DLV-000863,UNT-00072,PRJ-001,CTR-007,2025-02-13,,Planned,9,TB-2502-035,0
DLV-000864,UNT-03043,PRJ-002,CTR-004,2026-03-10,2026-03-10,Delivered,11,TB-2603-008,0
DLV-000865,UNT-06382,PRJ-003,CTR-006,2026-05-03,2026-05-09,Delayed,1,TB-2605-039,6
DLV-000866,UNT-03212,PRJ-002,CTR-008,2025-06-16,2025-06-18,Delayed,2,TB-2506-021,2
DLV-000867,UNT-02742,PRJ-002,CTR-001,2025-11-10,2025-11-18,Delayed,10,TB-2511-019,8
DLV-000868,UNT-02521,PRJ-001,CTR-002,2026-04-29,2026-05-11,Delayed,11,TB-2604-023,12
DLV-000869,UNT-03924,PRJ-002,CTR-002,2025-07-24,2025-08-01,Delayed,13,TB-2507-009,8
DLV-000870,UNT-04936,PRJ-002,CTR-004,2025-06-12,,Planned,7,TB-2506-033,0
DLV-000871,UNT-05850,PRJ-003,CTR-005,2026-10-08,,Planned,10,TB-2610-007,0
DLV-000872,UNT-03624,PRJ-002,CTR-002,2025-07-21,2025-07-28,Delayed,6,TB-2507-008,7
DLV-000873,UNT-04544,PRJ-002,CTR-005,2026-05-16,2026-05-16,Delivered,1,TB-2605-021,0
DLV-000874,UNT-01270,PRJ-001,CTR-007,2025-09-18,2025-09-29,Delayed,1,TB-2509-035,11
DLV-000875,UNT-05121,PRJ-003,CTR-001,2025-10-11,,Planned,2,TB-2510-032,0
DLV-000876,UNT-05366,PRJ-003,CTR-002,2025-04-23,2025-05-11,Delayed,3,TB-2504-033,18
DLV-000877,UNT-05514,PRJ-003,CTR-007,2026-02-14,2026-02-14,Delivered,8,TB-2602-023,0
DLV-000878,UNT-02355,PRJ-001,CTR-002,2026-05-01,2026-05-01,Delivered,4,TB-2605-004,0
DLV-000879,UNT-04305,PRJ-002,CTR-004,2025-07-10,2025-07-11,Delayed,6,TB-2507-041,1
DLV-000880,UNT-01652,PRJ-001,CTR-003,2025-06-21,2025-06-22,Delayed,11,TB-2506-015,1
DLV-000881,UNT-02603,PRJ-002,CTR-008,2026-01-15,2026-01-16,Delayed,10,TB-2601-042,1
DLV-000882,UNT-02093,PRJ-001,CTR-008,2025-10-07,,Planned,4,TB-2510-001,0
DLV-000883,UNT-00753,PRJ-001,CTR-002,2025-02-01,2025-02-18,Delayed,1,TB-2502-033,17
DLV-000884,UNT-00515,PRJ-001,CTR-004,2024-12-25,2024-12-31,Delayed,12,TB-2412-012,6
DLV-000885,UNT-00409,PRJ-001,CTR-006,2025-05-02,2025-05-05,Delayed,6,TB-2505-018,3
DLV-000886,UNT-01649,PRJ-001,CTR-006,2026-01-26,2026-02-07,Delayed,6,TB-2601-033,12
DLV-000887,UNT-00642,PRJ-001,CTR-008,2025-01-29,2025-02-01,Delayed,1,TB-2501-023,3
DLV-000888,UNT-01341,PRJ-001,CTR-001,2025-10-08,2025-10-18,Delayed,4,TB-2510-015,10
DLV-000889,UNT-03579,PRJ-002,CTR-007,2025-12-25,2026-01-07,Delayed,4,TB-2512-023,13
DLV-000890,UNT-00461,PRJ-001,CTR-008,2026-04-05,2026-04-05,Delivered,4,TB-2604-009,0
DLV-000891,UNT-05815,PRJ-003,CTR-007,2026-04-12,2026-04-24,Delayed,6,TB-2604-006,12
DLV-000892,UNT-01202,PRJ-001,CTR-006,2025-12-09,2025-12-09,Delivered,18,TB-2512-039,0
DLV-000893,UNT-01030,PRJ-001,CTR-008,2026-04-17,2026-04-17,Delivered,7,TB-2604-006,0
DLV-000894,UNT-05517,PRJ-003,CTR-002,2026-04-30,2026-04-30,Delivered,5,TB-2604-037,0
DLV-000895,UNT-04580,PRJ-002,CTR-002,2025-06-25,2025-07-04,Delayed,2,TB-2506-041,9
DLV-000896,UNT-03751,PRJ-002,CTR-006,2025-10-10,2025-10-25,Delayed,12,TB-2510-006,15
DLV-000897,UNT-04000,PRJ-002,CTR-001,2025-07-15,2025-07-29,Delayed,5,TB-2507-011,14
DLV-000898,UNT-04606,PRJ-002,CTR-007,2026-05-16,2026-05-30,Delayed,10,TB-2605-004,14
DLV-000899,UNT-05567,PRJ-003,CTR-003,2026-05-16,2026-05-21,Delayed,3,TB-2605-020,5
DLV-000900,UNT-03249,PRJ-002,CTR-005,2025-11-21,2025-11-22,Delayed,4,TB-2511-003,1
DLV-000901,UNT-03208,PRJ-002,CTR-007,2025-10-28,2025-11-13,Delayed,8,TB-2510-014,16
DLV-000902,UNT-03171,PRJ-002,CTR-008,2025-04-03,2025-04-04,Delayed,7,TB-2504-027,1
DLV-000903,UNT-04784,PRJ-002,CTR-003,2025-12-03,2025-12-04,Delayed,12,TB-2512-025,1
DLV-000904,UNT-00058,PRJ-001,CTR-002,2026-03-04,2026-03-13,Delayed,4,TB-2603-042,9
DLV-000905,UNT-04823,PRJ-002,CTR-007,2025-02-06,,Planned,10,TB-2502-018,0
DLV-000906,UNT-01129,PRJ-001,CTR-003,2025-09-06,2025-09-22,Delayed,7,TB-2509-045,16
DLV-000907,UNT-05265,PRJ-003,CTR-007,2025-10-13,2025-10-16,Delayed,9,TB-2510-014,3
DLV-000908,UNT-00686,PRJ-001,CTR-007,2025-05-31,2025-06-09,Delayed,12,TB-2505-038,9
DLV-000909,UNT-05697,PRJ-003,CTR-007,2026-02-19,2026-03-01,Delayed,2,TB-2602-025,10
DLV-000910,UNT-00577,PRJ-001,CTR-002,2025-08-12,2025-08-28,Delayed,7,TB-2508-001,16
DLV-000911,UNT-02022,PRJ-001,CTR-008,2025-11-10,2025-11-15,Delayed,10,TB-2511-031,5
DLV-000912,UNT-03370,PRJ-002,CTR-001,2025-03-30,,Planned,20,TB-2503-017,0
DLV-000913,UNT-03231,PRJ-002,CTR-005,2026-03-16,,Planned,7,TB-2603-033,0
DLV-000914,UNT-05166,PRJ-003,CTR-007,2025-04-29,,Planned,11,TB-2504-043,0
DLV-000915,UNT-05270,PRJ-003,CTR-005,2025-11-04,2025-11-10,Delayed,11,TB-2511-036,6
DLV-000916,UNT-03426,PRJ-002,CTR-006,2026-05-30,2026-06-16,Delayed,11,TB-2605-028,17
DLV-000917,UNT-06156,PRJ-003,CTR-006,2026-02-23,,Planned,10,TB-2602-037,0
DLV-000918,UNT-02310,PRJ-001,CTR-006,2026-06-03,2026-06-11,Delayed,8,TB-2606-016,8
DLV-000919,UNT-05443,PRJ-003,CTR-008,2026-04-21,2026-05-03,Delayed,6,TB-2604-033,12
DLV-000920,UNT-01402,PRJ-001,CTR-004,2026-02-01,2026-02-01,Delivered,19,TB-2602-044,0
DLV-000921,UNT-04468,PRJ-002,CTR-001,2025-10-13,,Planned,7,TB-2510-009,0
DLV-000922,UNT-05307,PRJ-003,CTR-008,2026-08-24,2026-09-08,Delayed,10,TB-2608-009,15
DLV-000923,UNT-00667,PRJ-001,CTR-007,2025-04-25,,Planned,2,TB-2504-021,0
DLV-000924,UNT-06071,PRJ-003,CTR-004,2026-10-07,2026-10-11,Delayed,4,TB-2610-042,4
DLV-000925,UNT-05828,PRJ-003,CTR-003,2026-07-10,2026-07-19,Delayed,4,TB-2607-040,9
DLV-000926,UNT-03745,PRJ-002,CTR-004,2025-11-13,,Planned,11,TB-2511-018,0
DLV-000927,UNT-05347,PRJ-003,CTR-008,2026-04-21,2026-04-25,Delayed,6,TB-2604-040,4
DLV-000928,UNT-02265,PRJ-001,CTR-002,2025-09-13,2025-09-25,Delayed,6,TB-2509-023,12
DLV-000929,UNT-01370,PRJ-001,CTR-008,2025-04-10,2025-04-10,Delivered,9,TB-2504-044,0
DLV-000930,UNT-04070,PRJ-002,CTR-006,2026-05-08,2026-05-19,Delayed,12,TB-2605-029,11
DLV-000931,UNT-03554,PRJ-002,CTR-003,2026-02-21,2026-02-22,Delayed,14,TB-2602-024,1
DLV-000932,UNT-00568,PRJ-001,CTR-007,2026-05-21,2026-06-05,Delayed,10,TB-2605-021,15
DLV-000933,UNT-01805,PRJ-001,CTR-005,2025-09-22,2025-10-03,Delayed,5,TB-2509-035,11
DLV-000934,UNT-00633,PRJ-001,CTR-005,2025-10-22,,Planned,12,TB-2510-039,0
DLV-000935,UNT-05845,PRJ-003,CTR-006,2026-08-26,2026-08-31,Delayed,13,TB-2608-012,5
DLV-000936,UNT-00692,PRJ-001,CTR-001,2026-05-03,2026-05-16,Delayed,12,TB-2605-021,13
DLV-000937,UNT-02460,PRJ-001,CTR-008,2026-02-28,2026-02-28,Delivered,7,TB-2602-005,0
DLV-000938,UNT-01039,PRJ-001,CTR-001,2025-01-06,2025-01-07,Delayed,1,TB-2501-034,1
DLV-000939,UNT-05555,PRJ-003,CTR-001,2025-07-30,2025-08-01,Delayed,6,TB-2507-025,2
DLV-000940,UNT-02449,PRJ-001,CTR-007,2025-05-09,2025-05-16,Delayed,5,TB-2505-021,7
DLV-000941,UNT-00603,PRJ-001,CTR-006,2025-06-23,2025-06-28,Delayed,7,TB-2506-035,5
DLV-000942,UNT-05332,PRJ-003,CTR-008,2026-08-29,,Planned,10,TB-2608-033,0
DLV-000943,UNT-04536,PRJ-002,CTR-004,2025-04-29,2025-04-29,Delivered,2,TB-2504-001,0
DLV-000944,UNT-04590,PRJ-002,CTR-004,2025-10-13,2025-10-16,Delayed,7,TB-2510-015,3
DLV-000945,UNT-04993,PRJ-002,CTR-002,2025-10-19,2025-11-03,Delayed,5,TB-2510-022,15
DLV-000946,UNT-04594,PRJ-002,CTR-005,2026-05-11,,Planned,1,TB-2605-045,0
DLV-000947,UNT-04226,PRJ-002,CTR-004,2025-10-31,2025-11-01,Delayed,3,TB-2510-026,1
DLV-000948,UNT-03125,PRJ-002,CTR-001,2025-12-08,2025-12-15,Delayed,7,TB-2512-036,7
DLV-000949,UNT-04934,PRJ-002,CTR-002,2025-09-19,,Planned,2,TB-2509-043,0
DLV-000950,UNT-01545,PRJ-001,CTR-001,2025-12-15,2025-12-31,Delayed,1,TB-2512-034,16
DLV-000951,UNT-03308,PRJ-002,CTR-006,2025-01-26,2025-01-29,Delayed,10,TB-2501-003,3
DLV-000952,UNT-02270,PRJ-001,CTR-002,2025-10-06,,Planned,11,TB-2510-037,0
DLV-000953,UNT-06270,PRJ-003,CTR-006,2025-06-28,2025-07-03,Delayed,7,TB-2506-024,5
DLV-000954,UNT-06189,PRJ-003,CTR-008,2025-07-15,2025-08-01,Delayed,7,TB-2507-026,17
DLV-000955,UNT-03173,PRJ-002,CTR-001,2025-06-13,2025-06-20,Delayed,8,TB-2506-038,7
DLV-000956,UNT-03084,PRJ-002,CTR-004,2025-08-22,,Planned,10,TB-2508-034,0
DLV-000957,UNT-04497,PRJ-002,CTR-004,2025-05-08,2025-05-08,Delivered,11,TB-2505-022,0
DLV-000958,UNT-01858,PRJ-001,CTR-004,2025-02-06,2025-02-06,Delivered,4,TB-2502-031,0
DLV-000959,UNT-02378,PRJ-001,CTR-008,2025-11-10,2025-11-28,Delayed,5,TB-2511-043,18
DLV-000960,UNT-03289,PRJ-002,CTR-006,2026-03-09,,Planned,4,TB-2603-003,0
DLV-000961,UNT-01886,PRJ-001,CTR-005,2025-09-03,2025-09-14,Delayed,12,TB-2509-006,11
DLV-000962,UNT-03364,PRJ-002,CTR-003,2025-04-11,2025-04-18,Delayed,11,TB-2504-016,7
DLV-000963,UNT-01145,PRJ-001,CTR-007,2026-01-27,,Planned,2,TB-2601-020,0
DLV-000964,UNT-03162,PRJ-002,CTR-001,2026-03-01,2026-03-16,Delayed,1,TB-2603-009,15
DLV-000965,UNT-03840,PRJ-002,CTR-007,2026-05-21,2026-05-27,Delayed,5,TB-2605-009,6
DLV-000966,UNT-05274,PRJ-003,CTR-002,2026-08-25,2026-08-25,Delivered,5,TB-2608-019,0
DLV-000967,UNT-02599,PRJ-002,CTR-006,2025-10-24,2025-10-24,Delivered,11,TB-2510-007,0
DLV-000968,UNT-03792,PRJ-002,CTR-004,2026-02-22,2026-03-07,Delayed,7,TB-2602-040,13
DLV-000969,UNT-01656,PRJ-001,CTR-007,2025-11-11,2025-11-13,Delayed,11,TB-2511-005,2
DLV-000970,UNT-05000,PRJ-002,CTR-003,2025-02-27,2025-03-09,Delayed,6,TB-2502-027,10
DLV-000971,UNT-03153,PRJ-002,CTR-007,2025-11-10,2025-11-21,Delayed,2,TB-2511-014,11
DLV-000972,UNT-02928,PRJ-002,CTR-004,2025-08-14,2025-08-18,Delayed,3,TB-2508-005,4
DLV-000973,UNT-02813,PRJ-002,CTR-002,2026-02-04,2026-02-10,Delayed,1,TB-2602-020,6
DLV-000974,UNT-03379,PRJ-002,CTR-007,2025-12-19,2025-12-19,Delivered,12,TB-2512-017,0
DLV-000975,UNT-05056,PRJ-003,CTR-003,2025-08-17,2025-08-17,Delivered,1,TB-2508-020,0
DLV-000976,UNT-00253,PRJ-001,CTR-003,2025-09-11,,Planned,5,TB-2509-014,0
DLV-000977,UNT-06435,PRJ-003,CTR-008,2026-09-29,2026-10-16,Delayed,9,TB-2609-024,17
