PlanID,UnitID,ProjectID,PlannedStatusID,PlannedDate,PlannedQuantity,BaselineVersion,PlanMonth
PLN-026448,UNT-05290,PRJ-003,STS-005,2025-09-25,7,BL-01,2025-09
PLN-026449,UNT-05290,PRJ-003,STS-006,2025-10-25,7,BL-02,2025-10
PLN-026450,UNT-05290,PRJ-003,STS-007,2025-11-08,7,BL-02,2025-11
PLN-026451,UNT-05291,PRJ-003,STS-002,2025-08-15,6,BL-01,2025-08
PLN-026452,UNT-05291,PRJ-003,STS-004,2025-09-07,6,BL-02,2025-09
PLN-026453,UNT-05291,PRJ-003,STS-005,2025-09-17,6,BL-02,2025-09
PLN-026454,UNT-05291,PRJ-003,STS-006,2025-10-25,6,BL-01,2025-10
PLN-026455,UNT-05291,PRJ-003,STS-007,2025-11-05,6,BL-01,2025-11
PLN-026456,UNT-05292,PRJ-003,STS-002,2026-10-30,9,BL-02,2026-10
PLN-026457,UNT-05292,PRJ-003,STS-004,2026-12-02,9,BL-02,2026-12
PLN-026458,UNT-05292,PRJ-003,STS-005,2026-12-11,9,BL-01,2026-12
PLN-026459,UNT-05292,PRJ-003,STS-006,2027-01-06,9,BL-01,2027-01
PLN-026460,UNT-05292,PRJ-003,STS-007,2027-01-27,9,BL-01,2027-01
PLN-026461,UNT-05293,PRJ-003,STS-002,2025-08-16,12,BL-01,2025-08
PLN-026462,UNT-05293,PRJ-003,STS-004,2025-09-18,12,BL-01,2025-09
PLN-026463,UNT-05293,PRJ-003,STS-005,2025-10-04,12,BL-01,2025-10
PLN-026464,UNT-05293,PRJ-003,STS-006,2025-10-17,12,BL-01,2025-10
PLN-026465,UNT-05293,PRJ-003,STS-007,2025-11-17,12,BL-01,2025-11
PLN-026466,UNT-05294,PRJ-003,STS-002,2026-01-28,8,BL-02,2026-01
PLN-026467,UNT-05294,PRJ-003,STS-004,2026-02-21,8,BL-01,2026-02
PLN-026468,UNT-05294,PRJ-003,STS-005,2026-03-02,8,BL-02,2026-03
PLN-026469,UNT-05294,PRJ-003,STS-006,2026-03-22,8,BL-01,2026-03
PLN-026470,UNT-05294,PRJ-003,STS-007,2026-05-01,8,BL-01,2026-05
PLN-026471,UNT-05295,PRJ-003,STS-002,2025-08-31,7,BL-01,2025-08
PLN-026472,UNT-05295,PRJ-003,STS-004,2025-09-20,7,BL-02,2025-09
PLN-026473,UNT-05295,PRJ-003,STS-005,2025-10-11,7,BL-02,2025-10
PLN-026474,UNT-05295,PRJ-003,STS-006,2025-11-11,7,BL-02,2025-11
PLN-026475,UNT-05295,PRJ-003,STS-007,2025-11-22,7,BL-01,2025-11
PLN-026476,UNT-05296,PRJ-003,STS-002,2026-06-18,8,BL-01,2026-06
PLN-026477,UNT-05296,PRJ-003,STS-004,2026-07-13,8,BL-02,2026-07
PLN-026478,UNT-05296,PRJ-003,STS-005,2026-08-01,8,BL-01,2026-08
PLN-026479,UNT-05296,PRJ-003,STS-006,2026-09-03,8,BL-02,2026-09
PLN-026480,UNT-05296,PRJ-003,STS-007,2026-09-18,8,BL-01,2026-09
PLN-026481,UNT-05297,PRJ-003,STS-002,2025-09-20,4,BL-02,2025-09
PLN-026482,UNT-05297,PRJ-003,STS-004,2025-10-22,4,BL-02,2025-10
PLN-026483,UNT-05297,PRJ-003,STS-005,2025-11-02,4,BL-01,2025-11
PLN-026484,UNT-05297,PRJ-003,STS-006,2025-11-25,4,BL-02,2025-11
PLN-026485,UNT-05297,PRJ-003,STS-007,2026-01-02,4,BL-02,2026-01
PLN-026486,UNT-05298,PRJ-003,STS-002,2026-03-01,15,BL-01,2026-03
PLN-026487,UNT-05298,PRJ-003,STS-004,2026-04-06,15,BL-02,2026-04
PLN-026488,UNT-05298,PRJ-003,STS-005,2026-04-27,15,BL-01,2026-04
PLN-026489,UNT-05298,PRJ-003,STS-006,2026-05-17,15,BL-02,2026-05
PLN-026490,UNT-05298,PRJ-003,STS-007,2026-06-13,15,BL-01,2026-06
PLN-026491,UNT-05299,PRJ-003,STS-002,2026-10-14,11,BL-02,2026-10
PLN-026492,UNT-05299,PRJ-003,STS-004,2026-11-02,11,BL-02,2026-11
PLN-026493,UNT-05299,PRJ-003,STS-005,2026-11-15,11,BL-01,2026-11
PLN-026494,UNT-05299,PRJ-003,STS-006,2026-12-14,11,BL-01,2026-12
PLN-026495,UNT-05299,PRJ-003,STS-007,2027-01-01,11,BL-01,2027-01
PLN-026496,UNT-05300,PRJ-003,STS-002,2025-07-19,8,BL-02,2025-07
PLN-026497,UNT-05300,PRJ-003,STS-004,2025-08-16,8,BL-01,2025-08
PLN-026498,UNT-05300,PRJ-003,STS-005,2025-08-22,8,BL-02,2025-08
PLN-026499,UNT-05300,PRJ-003,STS-006,2025-09-22,8,BL-01,2025-09
PLN-026500,UNT-05300,PRJ-003,STS-007,2025-10-15,8,BL-02,2025-10
PLN-026501,UNT-05301,PRJ-003,STS-002,2026-05-29,11,BL-02,2026-05
PLN-026502,UNT-05301,PRJ-003,STS-004,2026-06-23,11,BL-02,2026-06
PLN-026503,UNT-05301,PRJ-003,STS-005,2026-07-15,11,BL-02,2026-07
PLN-026504,UNT-05301,PRJ-003,STS-006,2026-08-11,11,BL-02,2026-08
PLN-026505,UNT-05301,PRJ-003,STS-007,2026-09-05,11,BL-02,2026-09
PLN-026506,UNT-05302,PRJ-003,STS-002,2025-06-16,8,BL-01,2025-06
PLN-026507,UNT-05302,PRJ-003,STS-004,2025-07-10,8,BL-02,2025-07
PLN-026508,UNT-05302,PRJ-003,STS-005,2025-07-25,8,BL-01,2025-07
PLN-026509,UNT-05302,PRJ-003,STS-006,2025-08-19,8,BL-02,2025-08
PLN-026510,UNT-05302,PRJ-003,STS-007,2025-09-12,8,BL-01,2025-09
PLN-026511,UNT-05303,PRJ-003,STS-002,2025-11-14,2,BL-02,2025-11
PLN-026512,UNT-05303,PRJ-003,STS-004,2025-12-14,2,BL-02,2025-12
PLN-026513,UNT-05303,PRJ-003,STS-005,2025-12-23,2,BL-01,2025-12
PLN-026514,UNT-05303,PRJ-003,STS-006,2026-01-31,2,BL-02,2026-01
PLN-026515,UNT-05303,PRJ-003,STS-007,2026-02-20,2,BL-02,2026-02
PLN-026516,UNT-05304,PRJ-003,STS-002,2026-01-19,10,BL-02,2026-01
PLN-026517,UNT-05304,PRJ-003,STS-004,2026-02-22,10,BL-01,2026-02
PLN-026518,UNT-05304,PRJ-003,STS-005,2026-03-09,10,BL-01,2026-03
PLN-026519,UNT-05304,PRJ-003,STS-006,2026-04-06,10,BL-02,2026-04
PLN-026520,UNT-05304,PRJ-003,STS-007,2026-05-05,10,BL-02,2026-05
PLN-026521,UNT-05305,PRJ-003,STS-002,2025-09-05,4,BL-01,2025-09
PLN-026522,UNT-05305,PRJ-003,STS-004,2025-09-26,4,BL-01,2025-09
PLN-026523,UNT-05305,PRJ-003,STS-005,2025-10-16,4,BL-02,2025-10
PLN-026524,UNT-05305,PRJ-003,STS-006,2025-11-02,4,BL-01,2025-11
PLN-026525,UNT-05305,PRJ-003,STS-007,2025-11-23,4,BL-01,2025-11
PLN-026526,UNT-05306,PRJ-003,STS-002,2025-09-22,12,BL-02,2025-09
PLN-026527,UNT-05306,PRJ-003,STS-004,2025-10-13,12,BL-02,2025-10
PLN-026528,UNT-05306,PRJ-003,STS-005,2025-10-31,12,BL-02,2025-10
PLN-026529,UNT-05306,PRJ-003,STS-006,2025-12-05,12,BL-01,2025-12
PLN-026530,UNT-05306,PRJ-003,STS-007,2025-12-20,12,BL-02,2025-12
PLN-026531,UNT-05307,PRJ-003,STS-002,2026-09-21,10,BL-02,2026-09
PLN-026532,UNT-05307,PRJ-003,STS-004,2026-10-19,10,BL-01,2026-10
PLN-026533,UNT-05307,PRJ-003,STS-005,2026-10-22,10,BL-02,2026-10
PLN-026534,UNT-05307,PRJ-003,STS-006,2026-12-02,10,BL-02,2026-12
PLN-026535,UNT-05307,PRJ-003,STS-007,2026-12-24,10,BL-01,2026-12
PLN-026536,UNT-05308,PRJ-003,STS-002,2025-09-11,1,BL-01,2025-09
PLN-026537,UNT-05308,PRJ-003,STS-004,2025-10-20,1,BL-02,2025-10
PLN-026538,UNT-05308,PRJ-003,STS-005,2025-10-26,1,BL-01,2025-10
PLN-026539,UNT-05308,PRJ-003,STS-006,2025-11-19,1,BL-01,2025-11
PLN-026540,UNT-05308,PRJ-003,STS-007,2025-12-16,1,BL-01,2025-12
PLN-026541,UNT-05309,PRJ-003,STS-002,2026-06-23,11,BL-02,2026-06
PLN-026542,UNT-05309,PRJ-003,STS-004,2026-07-04,11,BL-02,2026-07
PLN-026543,UNT-05309,PRJ-003,STS-005,2026-08-03,11,BL-01,2026-08
PLN-026544,UNT-05309,PRJ-003,STS-006,2026-08-19,11,BL-01,2026-08
PLN-026545,UNT-05309,PRJ-003,STS-007,2026-09-23,11,BL-02,2026-09
PLN-026546,UNT-05310,PRJ-003,STS-002,2026-03-24,5,BL-02,2026-03
PLN-026547,UNT-05310,PRJ-003,STS-004,2026-04-24,5,BL-02,2026-04
PLN-026548,UNT-05310,PRJ-003,STS-005,2026-05-11,5,BL-02,2026-05
PLN-026549,UNT-05310,PRJ-003,STS-006,2026-05-27,5,BL-02,2026-05
PLN-026550,UNT-05310,PRJ-003,STS-007,2026-06-28,5,BL-01,2026-06
PLN-026551,UNT-05311,PRJ-003,STS-002,2026-07-08,3,BL-01,2026-07
PLN-026552,UNT-05311,PRJ-003,STS-004,2026-08-05,3,BL-02,2026-08
PLN-026553,UNT-05311,PRJ-003,STS-005,2026-08-04,3,BL-01,2026-08
PLN-026554,UNT-05311,PRJ-003,STS-006,2026-08-29,3,BL-02,2026-08
PLN-026555,UNT-05311,PRJ-003,STS-007,2026-10-06,3,BL-01,2026-10
PLN-026556,UNT-05312,PRJ-003,STS-002,2025-07-13,10,BL-02,2025-07
PLN-026557,UNT-05312,PRJ-003,STS-004,2025-08-01,10,BL-01,2025-08
PLN-026558,UNT-05312,PRJ-003,STS-005,2025-08-30,10,BL-01,2025-08
PLN-026559,UNT-05312,PRJ-003,STS-006,2025-09-19,10,BL-01,2025-09
PLN-026560,UNT-05312,PRJ-003,STS-007,2025-10-21,10,BL-02,2025-10
PLN-026561,UNT-05313,PRJ-003,STS-002,2025-12-03,11,BL-02,2025-12
PLN-026562,UNT-05313,PRJ-003,STS-004,2025-12-16,11,BL-01,2025-12
PLN-026563,UNT-05313,PRJ-003,STS-005,2026-01-11,11,BL-02,2026-01
PLN-026564,UNT-05313,PRJ-003,STS-006,2026-02-08,11,BL-01,2026-02
PLN-026565,UNT-05313,PRJ-003,STS-007,2026-02-19,11,BL-02,2026-02
PLN-026566,UNT-05314,PRJ-003,STS-002,2025-06-24,4,BL-01,2025-06
PLN-026567,UNT-05314,PRJ-003,STS-004,2025-07-28,4,BL-01,2025-07
PLN-026568,UNT-05314,PRJ-003,STS-005,2025-08-10,4,BL-01,2025-08
PLN-026569,UNT-05314,PRJ-003,STS-006,2025-08-25,4,BL-01,2025-08
PLN-026570,UNT-05314,PRJ-003,STS-007,2025-09-15,4,BL-01,2025-09
PLN-026571,UNT-05315,PRJ-003,STS-002,2026-04-02,11,BL-01,2026-04
PLN-026572,UNT-05315,PRJ-003,STS-004,2026-05-11,11,BL-02,2026-05
PLN-026573,UNT-05315,PRJ-003,STS-005,2026-05-27,11,BL-02,2026-05
PLN-026574,UNT-05315,PRJ-003,STS-006,2026-06-19,11,BL-01,2026-06
PLN-026575,UNT-05315,PRJ-003,STS-007,2026-07-06,11,BL-01,2026-07
PLN-026576,UNT-05316,PRJ-003,STS-002,2025-11-29,10,BL-01,2025-11
PLN-026577,UNT-05316,PRJ-003,STS-004,2025-12-27,10,BL-01,2025-12
PLN-026578,UNT-05316,PRJ-003,STS-005,2026-01-04,10,BL-01,2026-01
PLN-026579,UNT-05316,PRJ-003,STS-006,2026-01-21,10,BL-01,2026-01
PLN-026580,UNT-05316,PRJ-003,STS-007,2026-02-24,10,BL-02,2026-02
PLN-026581,UNT-05317,PRJ-003,STS-002,2026-01-30,11,BL-01,2026-01
PLN-026582,UNT-05317,PRJ-003,STS-004,2026-02-26,11,BL-01,2026-02
PLN-026583,UNT-05317,PRJ-003,STS-005,2026-03-16,11,BL-01,2026-03
PLN-026584,UNT-05317,PRJ-003,STS-006,2026-03-27,11,BL-01,2026-03
PLN-026585,UNT-05317,PRJ-003,STS-007,2026-05-01,11,BL-01,2026-05
PLN-026586,UNT-05318,PRJ-003,STS-002,2026-03-08,1,BL-02,2026-03
PLN-026587,UNT-05318,PRJ-003,STS-004,2026-04-07,1,BL-02,2026-04
PLN-026588,UNT-05318,PRJ-003,STS-005,2026-04-12,1,BL-01,2026-04
PLN-026589,UNT-05318,PRJ-003,STS-006,2026-05-06,1,BL-01,2026-05
PLN-026590,UNT-05318,PRJ-003,STS-007,2026-05-29,1,BL-01,2026-05
PLN-026591,UNT-05319,PRJ-003,STS-002,2026-07-21,10,BL-01,2026-07
PLN-026592,UNT-05319,PRJ-003,STS-004,2026-08-14,10,BL-01,2026-08
PLN-026593,UNT-05319,PRJ-003,STS-005,2026-09-08,10,BL-01,2026-09
PLN-026594,UNT-05319,PRJ-003,STS-006,2026-09-29,10,BL-02,2026-09
PLN-026595,UNT-05319,PRJ-003,STS-007,2026-10-18,10,BL-01,2026-10
PLN-026596,UNT-05320,PRJ-003,STS-002,2025-11-03,11,BL-02,2025-11
PLN-026597,UNT-05320,PRJ-003,STS-004,2025-11-28,11,BL-02,2025-11
PLN-026598,UNT-05320,PRJ-003,STS-005,2025-12-18,11,BL-01,2025-12
PLN-026599,UNT-05320,PRJ-003,STS-006,2026-01-05,11,BL-01,2026-01
PLN-026600,UNT-05320,PRJ-003,STS-007,2026-01-25,11,BL-02,2026-01
PLN-026601,UNT-05321,PRJ-003,STS-002,2025-10-01,10,BL-02,2025-10
PLN-026602,UNT-05321,PRJ-003,STS-004,2025-10-22,10,BL-01,2025-10
PLN-026603,UNT-05321,PRJ-003,STS-005,2025-11-04,10,BL-02,2025-11
PLN-026604,UNT-05321,PRJ-003,STS-006,2025-12-05,10,BL-01,2025-12
PLN-026605,UNT-05321,PRJ-003,STS-007,2025-12-25,10,BL-01,2025-12
PLN-026606,UNT-05322,PRJ-003,STS-002,2026-02-02,8,BL-01,2026-02
PLN-026607,UNT-05322,PRJ-003,STS-004,2026-02-22,8,BL-02,2026-02
PLN-026608,UNT-05322,PRJ-003,STS-005,2026-03-20,8,BL-01,2026-03
PLN-026609,UNT-05322,PRJ-003,STS-006,2026-04-08,8,BL-01,2026-04
PLN-026610,UNT-05322,PRJ-003,STS-007,2026-04-28,8,BL-01,2026-04
PLN-026611,UNT-05323,PRJ-003,STS-002,2026-09-14,4,BL-02,2026-09
PLN-026612,UNT-05323,PRJ-003,STS-004,2026-09-28,4,BL-01,2026-09
PLN-026613,UNT-05323,PRJ-003,STS-005,2026-10-21,4,BL-01,2026-10
PLN-026614,UNT-05323,PRJ-003,STS-006,2026-11-21,4,BL-02,2026-11
PLN-026615,UNT-05323,PRJ-003,STS-007,2026-12-07,4,BL-01,2026-12
PLN-026616,UNT-05324,PRJ-003,STS-002,2025-12-30,10,BL-02,2025-12
PLN-026617,UNT-05324,PRJ-003,STS-004,2026-01-23,10,BL-01,2026-01
PLN-026618,UNT-05324,PRJ-003,STS-005,2026-02-07,10,BL-02,2026-02
PLN-026619,UNT-05324,PRJ-003,STS-006,2026-03-17,10,BL-01,2026-03
PLN-026620,UNT-05324,PRJ-003,STS-007,2026-03-30,10,BL-02,2026-03
PLN-026621,UNT-05325,PRJ-003,STS-002,2025-07-24,1,BL-02,2025-07
PLN-026622,UNT-05325,PRJ-003,STS-004,2025-08-11,1,BL-02,2025-08
PLN-026623,UNT-05325,PRJ-003,STS-005,2025-09-04,1,BL-02,2025-09
PLN-026624,UNT-05325,PRJ-003,STS-006,2025-09-20,1,BL-02,2025-09
PLN-026625,UNT-05325,PRJ-003,STS-007,2025-10-11,1,BL-02,2025-10
PLN-026626,UNT-05326,PRJ-003,STS-002,2026-04-05,10,BL-01,2026-04
PLN-026627,UNT-05326,PRJ-003,STS-004,2026-05-09,10,BL-02,2026-05
PLN-026628,UNT-05326,PRJ-003,STS-005,2026-05-27,10,BL-01,2026-05
PLN-026629,UNT-05326,PRJ-003,STS-006,2026-06-15,10,BL-01,2026-06
PLN-026630,UNT-05326,PRJ-003,STS-007,2026-07-11,10,BL-02,2026-07
PLN-026631,UNT-05327,PRJ-003,STS-002,2026-01-19,9,BL-01,2026-01
PLN-026632,UNT-05327,PRJ-003,STS-004,2026-02-10,9,BL-01,2026-02
PLN-026633,UNT-05327,PRJ-003,STS-005,2026-02-18,9,BL-02,2026-02
PLN-026634,UNT-05327,PRJ-003,STS-006,2026-03-27,9,BL-01,2026-03
PLN-026635,UNT-05327,PRJ-003,STS-007,2026-04-12,9,BL-01,2026-04
PLN-026636,UNT-05328,PRJ-003,STS-002,2025-08-13,2,BL-01,2025-08
PLN-026637,UNT-05328,PRJ-003,STS-004,2025-08-31,2,BL-02,2025-08
PLN-026638,UNT-05328,PRJ-003,STS-005,2025-09-23,2,BL-02,2025-09
PLN-026639,UNT-05328,PRJ-003,STS-006,2025-10-20,2,BL-01,2025-10
PLN-026640,UNT-05328,PRJ-003,STS-007,2025-11-06,2,BL-02,2025-11
PLN-026641,UNT-05329,PRJ-003,STS-002,2025-12-18,6,BL-02,2025-12
PLN-026642,UNT-05329,PRJ-003,STS-004,2025-12-29,6,BL-02,2025-12
PLN-026643,UNT-05329,PRJ-003,STS-005,2026-01-26,6,BL-02,2026-01
PLN-026644,UNT-05329,PRJ-003,STS-006,2026-02-16,6,BL-02,2026-02
PLN-026645,UNT-05329,PRJ-003,STS-007,2026-03-09,6,BL-02,2026-03
PLN-026646,UNT-05330,PRJ-003,STS-002,2025-09-15,2,BL-02,2025-09
PLN-026647,UNT-05330,PRJ-003,STS-004,2025-10-23,2,BL-01,2025-10
PLN-026648,UNT-05330,PRJ-003,STS-005,2025-10-30,2,BL-02,2025-10
PLN-026649,UNT-05330,PRJ-003,STS-006,2025-11-21,2,BL-01,2025-11
PLN-026650,UNT-05330,PRJ-003,STS-007,2025-12-27,2,BL-02,2025-12
PLN-026651,UNT-05331,PRJ-003,STS-002,2025-09-19,11,BL-02,2025-09
PLN-026652,UNT-05331,PRJ-003,STS-004,2025-10-14,11,BL-02,2025-10
PLN-026653,UNT-05331,PRJ-003,STS-005,2025-10-21,11,BL-02,2025-10
PLN-026654,UNT-05331,PRJ-003,STS-006,2025-11-19,11,BL-02,2025-11
PLN-026655,UNT-05331,PRJ-003,STS-007,2025-12-15,11,BL-01,2025-12
PLN-026656,UNT-05332,PRJ-003,STS-002,2026-10-07,10,BL-01,2026-10
PLN-026657,UNT-05332,PRJ-003,STS-004,2026-10-26,10,BL-01,2026-10
PLN-026658,UNT-05332,PRJ-003,STS-005,2026-11-22,10,BL-02,2026-11
PLN-026659,UNT-05332,PRJ-003,STS-006,2026-12-19,10,BL-01,2026-12
PLN-026660,UNT-05332,PRJ-003,STS-007,2027-01-15,10,BL-02,2027-01
PLN-026661,UNT-05333,PRJ-003,STS-002,2025-09-08,2,BL-01,2025-09
PLN-026662,UNT-05333,PRJ-003,STS-004,2025-10-06,2,BL-02,2025-10
PLN-026663,UNT-05333,PRJ-003,STS-005,2025-10-21,2,BL-01,2025-10
PLN-026664,UNT-05333,PRJ-003,STS-006,2025-11-07,2,BL-01,2025-11
PLN-026665,UNT-05333,PRJ-003,STS-007,2025-12-09,2,BL-02,2025-12
PLN-026666,UNT-05334,PRJ-003,STS-002,2026-06-17,5,BL-02,2026-06
PLN-026667,UNT-05334,PRJ-003,STS-004,2026-07-14,5,BL-01,2026-07
PLN-026668,UNT-05334,PRJ-003,STS-005,2026-08-05,5,BL-02,2026-08
PLN-026669,UNT-05334,PRJ-003,STS-006,2026-08-17,5,BL-02,2026-08
PLN-026670,UNT-05334,PRJ-003,STS-007,2026-09-23,5,BL-02,2026-09
PLN-026671,UNT-05335,PRJ-003,STS-002,2025-06-11,11,BL-01,2025-06
PLN-026672,UNT-05335,PRJ-003,STS-004,2025-06-29,11,BL-02,2025-06
PLN-026673,UNT-05335,PRJ-003,STS-005,2025-07-18,11,BL-01,2025-07
PLN-026674,UNT-05335,PRJ-003,STS-006,2025-08-21,11,BL-02,2025-08
PLN-026675,UNT-05335,PRJ-003,STS-007,2025-09-13,11,BL-02,2025-09
PLN-026676,UNT-05336,PRJ-003,STS-002,2026-03-10,8,BL-02,2026-03
PLN-026677,UNT-05336,PRJ-003,STS-004,2026-04-06,8,BL-02,2026-04
PLN-026678,UNT-05336,PRJ-003,STS-005,2026-04-21,8,BL-02,2026-04
PLN-026679,UNT-05336,PRJ-003,STS-006,2026-05-26,8,BL-01,2026-05
PLN-026680,UNT-05336,PRJ-003,STS-007,2026-06-11,8,BL-01,2026-06
PLN-026681,UNT-05337,PRJ-003,STS-002,2025-08-12,3,BL-02,2025-08
PLN-026682,UNT-05337,PRJ-003,STS-004,2025-08-27,3,BL-02,2025-08
PLN-026683,UNT-05337,PRJ-003,STS-005,2025-09-24,3,BL-01,2025-09
PLN-026684,UNT-05337,PRJ-003,STS-006,2025-10-21,3,BL-01,2025-10
PLN-026685,UNT-05337,PRJ-003,STS-007,2025-11-09,3,BL-02,2025-11
PLN-026686,UNT-05338,PRJ-003,STS-002,2026-04-18,8,BL-02,2026-04
PLN-026687,UNT-05338,PRJ-003,STS-004,2026-05-14,8,BL-01,2026-05
PLN-026688,UNT-05338,PRJ-003,STS-005,2026-05-29,8,BL-01,2026-05
PLN-026689,UNT-05338,PRJ-003,STS-006,2026-06-25,8,BL-01,2026-06
PLN-026690,UNT-05338,PRJ-003,STS-007,2026-07-20,8,BL-01,2026-07
PLN-026691,UNT-05339,PRJ-003,STS-002,2025-11-12,3,BL-02,2025-11
PLN-026692,UNT-05339,PRJ-003,STS-004,2025-12-06,3,BL-01,2025-12
PLN-026693,UNT-05339,PRJ-003,STS-005,2025-12-16,3,BL-02,2025-12
PLN-026694,UNT-05339,PRJ-003,STS-006,2026-01-08,3,BL-02,2026-01
PLN-026695,UNT-05339,PRJ-003,STS-007,2026-02-06,3,BL-01,2026-02
PLN-026696,UNT-05340,PRJ-003,STS-002,2026-08-02,2,BL-02,2026-08
PLN-026697,UNT-05340,PRJ-003,STS-004,2026-08-26,2,BL-02,2026-08
PLN-026698,UNT-05340,PRJ-003,STS-005,2026-09-13,2,BL-02,2026-09
PLN-026699,UNT-05340,PRJ-003,STS-006,2026-10-14,2,BL-01,2026-10
PLN-026700,UNT-05340,PRJ-003,STS-007,2026-11-04,2,BL-02,2026-11
PLN-026701,UNT-05341,PRJ-003,STS-002,2025-07-23,2,BL-01,2025-07
PLN-026702,UNT-05341,PRJ-003,STS-004,2025-08-11,2,BL-02,2025-08
PLN-026703,UNT-05341,PRJ-003,STS-005,2025-08-28,2,BL-02,2025-08
PLN-026704,UNT-05341,PRJ-003,STS-006,2025-09-28,2,BL-01,2025-09
PLN-026705,UNT-05341,PRJ-003,STS-007,2025-10-06,2,BL-02,2025-10
PLN-026706,UNT-05342,PRJ-003,STS-002,2025-06-17,5,BL-01,2025-06
PLN-026707,UNT-05342,PRJ-003,STS-004,2025-07-05,5,BL-02,2025-07
PLN-026708,UNT-05342,PRJ-003,STS-005,2025-07-30,5,BL-01,2025-07
PLN-026709,UNT-05342,PRJ-003,STS-006,2025-08-23,5,BL-02,2025-08
PLN-026710,UNT-05342,PRJ-003,STS-007,2025-09-13,5,BL-01,2025-09
PLN-026711,UNT-05343,PRJ-003,STS-002,2025-06-17,11,BL-01,2025-06
PLN-026712,UNT-05343,PRJ-003,STS-004,2025-07-17,11,BL-02,2025-07
PLN-026713,UNT-05343,PRJ-003,STS-005,2025-07-28,11,BL-01,2025-07
PLN-026714,UNT-05343,PRJ-003,STS-006,2025-09-05,11,BL-02,2025-09
PLN-026715,UNT-05343,PRJ-003,STS-007,2025-09-28,11,BL-01,2025-09
PLN-026716,UNT-05344,PRJ-003,STS-002,2025-11-01,17,BL-02,2025-11
PLN-026717,UNT-05344,PRJ-003,STS-004,2025-11-29,17,BL-02,2025-11
PLN-026718,UNT-05344,PRJ-003,STS-005,2025-12-16,17,BL-01,2025-12
PLN-026719,UNT-05344,PRJ-003,STS-006,2026-01-06,17,BL-01,2026-01
PLN-026720,UNT-05344,PRJ-003,STS-007,2026-02-07,17,BL-02,2026-02
PLN-026721,UNT-05345,PRJ-003,STS-002,2026-04-20,7,BL-01,2026-04
PLN-026722,UNT-05345,PRJ-003,STS-004,2026-05-19,7,BL-01,2026-05
PLN-026723,UNT-05345,PRJ-003,STS-005,2026-05-25,7,BL-01,2026-05
PLN-026724,UNT-05345,PRJ-003,STS-006,2026-07-01,7,BL-01,2026-07
PLN-026725,UNT-05345,PRJ-003,STS-007,2026-07-16,7,BL-01,2026-07
PLN-026726,UNT-05346,PRJ-003,STS-002,2026-02-07,8,BL-01,2026-02
PLN-026727,UNT-05346,PRJ-003,STS-004,2026-02-21,8,BL-02,2026-02
PLN-026728,UNT-05346,PRJ-003,STS-005,2026-03-10,8,BL-01,2026-03
PLN-026729,UNT-05346,PRJ-003,STS-006,2026-04-13,8,BL-02,2026-04
PLN-026730,UNT-05346,PRJ-003,STS-007,2026-05-01,8,BL-01,2026-05
PLN-026731,UNT-05347,PRJ-003,STS-002,2026-05-03,6,BL-01,2026-05
PLN-026732,UNT-05347,PRJ-003,STS-004,2026-06-09,6,BL-02,2026-06
PLN-026733,UNT-05347,PRJ-003,STS-005,2026-06-17,6,BL-01,2026-06
PLN-026734,UNT-05347,PRJ-003,STS-006,2026-07-22,6,BL-01,2026-07
PLN-026735,UNT-05347,PRJ-003,STS-007,2026-07-31,6,BL-01,2026-07
PLN-026736,UNT-05348,PRJ-003,STS-002,2026-01-09,5,BL-01,2026-01
PLN-026737,UNT-05348,PRJ-003,STS-004,2026-02-18,5,BL-01,2026-02
PLN-026738,UNT-05348,PRJ-003,STS-005,2026-02-21,5,BL-02,2026-02
PLN-026739,UNT-05348,PRJ-003,STS-006,2026-03-28,5,BL-01,2026-03
PLN-026740,UNT-05348,PRJ-003,STS-007,2026-04-14,5,BL-01,2026-04
PLN-026741,UNT-05349,PRJ-003,STS-002,2026-03-20,8,BL-02,2026-03
PLN-026742,UNT-05349,PRJ-003,STS-004,2026-04-05,8,BL-01,2026-04
PLN-026743,UNT-05349,PRJ-003,STS-005,2026-04-28,8,BL-02,2026-04
PLN-026744,UNT-05349,PRJ-003,STS-006,2026-05-20,8,BL-02,2026-05
PLN-026745,UNT-05349,PRJ-003,STS-007,2026-06-22,8,BL-02,2026-06
PLN-026746,UNT-05350,PRJ-003,STS-002,2025-06-23,10,BL-02,2025-06
PLN-026747,UNT-05350,PRJ-003,STS-004,2025-07-26,10,BL-02,2025-07
PLN-026748,UNT-05350,PRJ-003,STS-005,2025-08-04,10,BL-02,2025-08
PLN-026749,UNT-05350,PRJ-003,STS-006,2025-08-26,10,BL-01,2025-08
PLN-026750,UNT-05350,PRJ-003,STS-007,2025-09-29,10,BL-02,2025-09
PLN-026751,UNT-05351,PRJ-003,STS-002,2026-08-09,5,BL-02,2026-08
PLN-026752,UNT-05351,PRJ-003,STS-004,2026-09-03,5,BL-01,2026-09
PLN-026753,UNT-05351,PRJ-003,STS-005,2026-09-15,5,BL-01,2026-09
PLN-026754,UNT-05351,PRJ-003,STS-006,2026-10-23,5,BL-01,2026-10
PLN-026755,UNT-05351,PRJ-003,STS-007,2026-11-07,5,BL-02,2026-11
PLN-026756,UNT-05352,PRJ-003,STS-002,2026-07-31,1,BL-02,2026-07
